fold,mae,rmse
374,0.1522419557453381,0.19885593578150496
375,0.21405237217115158,0.25585292180759156
376,0.14651328166594155,0.1835143999955975
377,0.12533401744343897,0.1555037372356608
378,0.1368299116906273,0.17842458189093494
379,0.21942392339387712,0.25326183333713853
380,0.15386751283313216,0.20063265159975024
381,0.11707799882222401,0.15521870629322596
382,0.28025116449977977,0.3345333694504957
383,0.13244956431749305,0.16411821948139765
384,0.13064227489644664,0.17884575446103734
385,0.16936709829450533,0.21108644893550688
386,0.1710009491993325,0.208727020800657
387,0.13795303749606724,0.16900039053161728
388,0.11657212690506982,0.15243715537206518
389,0.11846624464913737,0.17899829240733975
390,0.09604949218779206,0.12946696162050342
391,0.09458974880065286,0.12162913215037702
392,0.10264713345024924,0.1249098559028123
393,0.08655422603015457,0.1115132515165442
394,0.11902961207595837,0.15584629626463545
395,0.10328622228326832,0.13787751162274212
396,0.13170919800759237,0.16817392460245809
397,0.14283401139271124,0.17720444027093837
398,0.11492599601445536,0.14994131877302933
399,0.11472067724876062,0.1448511559802269
400,0.131150090671568,0.17455319069003558
401,0.13027725904268206,0.16428580421381941
402,0.1195460327102316,0.17131517709870436
403,0.12343207876650446,0.14907390169633386
404,0.12106005214404292,0.1497965708212894
405,0.09349025198221513,0.1203427772364736
406,0.12945565274352433,0.18337641040501093
407,0.0954297989989766,0.1255272075277745
408,0.10925849170277634,0.13369890210078592
409,0.13901969764829214,0.1914866194163491
410,0.17830643993921264,0.21228436192324837
411,0.11678076850053794,0.14706150318512043
412,0.09636893795009595,0.12329783883691242
413,0.1686072617771269,0.22837864555588142
414,0.11350500055796227,0.146084177285589
415,0.1603801791272746,0.21209588619488115
416,0.16849550351502032,0.22095228728265903
417,0.13141083412689786,0.16814753299176644
418,0.13462377421919144,0.16797520081457185
419,0.11621151549947616,0.14659214057731657
420,0.10824208006297326,0.13516705425093103
421,0.08320740278356341,0.11116180954731997
422,0.11093983405645959,0.14221041858563815
423,0.11167641485480587,0.15309823541171483
424,0.1302546359592725,0.17299719603867095
425,0.1022592975703467,0.13016661987836142
426,0.17151304407202173,0.22138499520075186
427,0.140885518502394,0.17000126150201697
428,0.10551467708129537,0.13190570038381508
429,0.10748110499646629,0.13681008381982057
430,0.09462311045232628,0.1204763466192069
431,0.10940296314448136,0.14317999689192823
